model,model_label,model_family,class_output,rank,feature_index,feature_name,feature_label,feature_group,mean_abs_shap,share_of_total_abs_shap
logistic_regression,Logistic Regression,linear_baseline,high,7,15014,categorical__queue_Service Outages and Maintenance,Service Outages and Maintenance,queue,0.07423372566699982,0.0075571234337985516
logistic_regression,Logistic Regression,linear_baseline,high,8,15004,categorical__language_de,de,language,0.04988028481602669,0.005077900364995003
logistic_regression,Logistic Regression,linear_baseline,high,9,15008,categorical__queue_General Inquiry,General Inquiry,queue,0.04728541150689125,0.004813737701624632
logistic_regression,Logistic Regression,linear_baseline,high,10,11145,text__word__would,would,text,0.03857292979955673,0.003926792182028294
logistic_regression,Logistic Regression,linear_baseline,high,11,12581,text__char__em ,[char] em ,text,0.03846016898751259,0.003915312699973583
logistic_regression,Logistic Regression,linear_baseline,high,12,15000,categorical__type_Change,Change,type,0.03796533867716789,0.003864938160404563
logistic_regression,Logistic Regression,linear_baseline,high,13,15012,categorical__queue_Returns and Exchanges,Returns and Exchanges,queue,0.03440926596522331,0.0035029237624257803
logistic_regression,Logistic Regression,linear_baseline,high,14,15009,categorical__queue_Human Resources,Human Resources,queue,0.03422548249363899,0.0034842141903936863
logistic_regression,Logistic Regression,linear_baseline,high,15,12401,text__char__dic,[char] dic,text,0.03374511003494263,0.003435311373323202
logistic_regression,Logistic Regression,linear_baseline,high,16,2189,text__word__customer,customer,text,0.030764738097786903,0.0031319044064730406
logistic_regression,Logistic Regression,linear_baseline,high,17,2023,text__word__could,could,text,0.029666678979992867,0.0030201200861483812
logistic_regression,Logistic Regression,linear_baseline,high,18,15013,categorical__queue_Sales and Pre-Sales,Sales and Pre-Sales,queue,0.027310244739055634,0.002780230948701501
logistic_regression,Logistic Regression,linear_baseline,high,19,15011,categorical__queue_Product Support,Product Support,queue,0.026210227981209755,0.002668247325345874
logistic_regression,Logistic Regression,linear_baseline,high,20,15006,categorical__queue_Billing and Payments,Billing and Payments,queue,0.024258488789200783,0.002469556638970971
logistic_regression,Logistic Regression,linear_baseline,high,21,7513,text__word__project,project,text,0.023456167429685593,0.0023878789506852627
logistic_regression,Logistic Regression,linear_baseline,high,22,6591,text__word__online,online,text,0.022716594859957695,0.002312589203938842
logistic_regression,Logistic Regression,linear_baseline,high,23,14056,text__char__rate,[char] rate,text,0.022332044318318367,0.002273441292345524
logistic_regression,Logistic Regression,linear_baseline,high,24,114,text__word__access logs,access logs,text,0.022113462910056114,0.00225118943490088
logistic_regression,Logistic Regression,linear_baseline,high,25,11028,text__word__weiterhin,weiterhin,text,0.020323028787970543,0.002068920060992241
logistic_regression,Logistic Regression,linear_baseline,high,26,14840,text__char__ver,[char] ver,text,0.02011038176715374,0.002047272166237235
logistic_regression,Logistic Regression,linear_baseline,high,27,12647,text__char__era,[char] era,text,0.019973529502749443,0.0020333402790129185
logistic_regression,Logistic Regression,linear_baseline,high,28,4630,text__word__information,information,text,0.01994883082807064,0.0020308259408921003
logistic_regression,Logistic Regression,linear_baseline,high,29,8641,text__word__seo,seo,text,0.019920695573091507,0.002027961891144514
logistic_regression,Logistic Regression,linear_baseline,high,30,14448,text__char__ste,[char] ste,text,0.019910592585802078,0.0020269332453608513
logistic_regression,Logistic Regression,linear_baseline,high,31,11701,text__char__ str,[char]  str,text,0.019695211201906204,0.002005007117986679
logistic_regression,Logistic Regression,linear_baseline,high,32,6636,text__word__optimization,optimization,text,0.018279969692230225,0.0018609330290928483
logistic_regression,Logistic Regression,linear_baseline,high,33,409,text__word__aktualisieren,aktualisieren,text,0.017622411251068115,0.0017939923563972116
logistic_regression,Logistic Regression,linear_baseline,high,34,4689,text__word__informationen,informationen,text,0.01748334802687168,0.0017798355547711253
logistic_regression,Logistic Regression,linear_baseline,high,35,13045,text__char__ice ,[char] ice ,text,0.01689717173576355,0.0017201617592945695
logistic_regression,Logistic Regression,linear_baseline,high,36,14439,text__char__sta,[char] sta,text,0.01575457863509655,0.001603843760676682
logistic_regression,Logistic Regression,linear_baseline,high,37,1335,text__word__brand growth,brand growth,text,0.015753578394651413,0.0016037418972700834
logistic_regression,Logistic Regression,linear_baseline,high,38,7526,text__word__project management,project management,text,0.015645412728190422,0.0015927305212244391
logistic_regression,Logistic Regression,linear_baseline,high,39,10999,text__word__website,website,text,0.015511145815253258,0.0015790618490427732
logistic_regression,Logistic Regression,linear_baseline,high,40,2635,text__word__details,details,text,0.015175997279584408,0.0015449431957677007
logistic_regression,Logistic Regression,linear_baseline,high,41,13072,text__char__ies ,[char] ies ,text,0.014864496886730194,0.0015132318949326873
logistic_regression,Logistic Regression,linear_baseline,high,42,14564,text__char__tent,[char] tent,text,0.014809665270149708,0.0015076498966664076
logistic_regression,Logistic Regression,linear_baseline,high,43,14055,text__char__rat,[char] rat,text,0.014670518226921558,0.0014934844803065062
logistic_regression,Logistic Regression,linear_baseline,high,44,2717,text__word__devices,devices,text,0.014606455340981483,0.0014869627775624394
logistic_regression,Logistic Regression,linear_baseline,high,45,8688,text__word__service,service,text,0.014551221393048763,0.0014813399175181985
logistic_regression,Logistic Regression,linear_baseline,high,46,12325,text__char__cti,[char] cti,text,0.014005670323967934,0.0014258017763495445
logistic_regression,Logistic Regression,linear_baseline,high,47,5707,text__word__likely due,likely due,text,0.013813052326440811,0.0014061930123716593
logistic_regression,Logistic Regression,linear_baseline,high,48,11620,text__char__ plat,[char]  plat,text,0.013537834398448467,0.0013781753368675709
logistic_regression,Logistic Regression,linear_baseline,high,49,12160,text__char__bran,[char] bran,text,0.013521709479391575,0.0013765337644144893
logistic_regression,Logistic Regression,linear_baseline,high,50,2255,text__word__dashboard,dashboard,text,0.013314098119735718,0.0013553985627368093
logistic_regression,Logistic Regression,linear_baseline,predicted_class,1,15015,categorical__queue_Technical Support,Technical Support,queue,0.29799970984458923,0.0323762483894825
logistic_regression,Logistic Regression,linear_baseline,predicted_class,2,15010,categorical__queue_IT Support,IT Support,queue,0.1437094658613205,0.015613348223268986
logistic_regression,Logistic Regression,linear_baseline,predicted_class,3,15001,categorical__type_Incident,Incident,type,0.13527265191078186,0.014696728438138962
logistic_regression,Logistic Regression,linear_baseline,predicted_class,4,15003,categorical__type_Request,Request,type,0.08058399707078934,0.008755067363381386
logistic_regression,Logistic Regression,linear_baseline,predicted_class,5,15014,categorical__queue_Service Outages and Maintenance,Service Outages and Maintenance,queue,0.06204628571867943,0.006741033401340246
logistic_regression,Logistic Regression,linear_baseline,predicted_class,6,15004,categorical__language_de,de,language,0.05480322986841202,0.005954109597951174
logistic_regression,Logistic Regression,linear_baseline,predicted_class,7,15011,categorical__queue_Product Support,Product Support,queue,0.05472563952207565,0.005945679731667042
logistic_regression,Logistic Regression,linear_baseline,predicted_class,8,15002,categorical__type_Problem,Problem,type,0.0522230789065361,0.005673788487911224
logistic_regression,Logistic Regression,linear_baseline,predicted_class,9,15007,categorical__queue_Customer Service,Customer Service,queue,0.05094574764370918,0.005535012576729059
logistic_regression,Logistic Regression,linear_baseline,predicted_class,10,15006,categorical__queue_Billing and Payments,Billing and Payments,queue,0.03209872171282768,0.0034873730037361383
logistic_regression,Logistic Regression,linear_baseline,predicted_class,11,15008,categorical__queue_General Inquiry,General Inquiry,queue,0.029264748096466064,0.0031794754322618246
logistic_regression,Logistic Regression,linear_baseline,predicted_class,12,12581,text__char__em ,[char] em ,text,0.026287466287612915,0.0028560080099850893
logistic_regression,Logistic Regression,linear_baseline,predicted_class,13,11145,text__word__would,would,text,0.023285355418920517,0.0025298427790403366
logistic_regression,Logistic Regression,linear_baseline,predicted_class,14,15000,categorical__type_Change,Change,type,0.022871538996696472,0.0024848836474120617
logistic_regression,Logistic Regression,linear_baseline,predicted_class,15,12401,text__char__dic,[char] dic,text,0.020628826692700386,0.0022412235848605633
logistic_regression,Logistic Regression,linear_baseline,predicted_class,16,15005,categorical__language_en,en,language,0.019658589735627174,0.002135812072083354
logistic_regression,Logistic Regression,linear_baseline,predicted_class,17,15012,categorical__queue_Returns and Exchanges,Returns and Exchanges,queue,0.019582200795412064,0.002127512823790312
logistic_regression,Logistic Regression,linear_baseline,predicted_class,18,2189,text__word__customer,customer,text,0.019425110891461372,0.002110445639118552
logistic_regression,Logistic Regression,linear_baseline,predicted_class,19,2023,text__word__could,could,text,0.019413001835346222,0.002109130145981908
logistic_regression,Logistic Regression,linear_baseline,predicted_class,20,15009,categorical__queue_Human Resources,Human Resources,queue,0.018862880766391754,0.002049362054094672
logistic_regression,Logistic Regression,linear_baseline,predicted_class,21,15013,categorical__queue_Sales and Pre-Sales,Sales and Pre-Sales,queue,0.0165974460542202,0.0018032334046438336
logistic_regression,Logistic Regression,linear_baseline,predicted_class,22,6591,text__word__online,online,text,0.01599796861410141,0.0017381029902026057
logistic_regression,Logistic Regression,linear_baseline,predicted_class,23,114,text__word__access logs,access logs,text,0.015659745782613754,0.0017013567266985774
logistic_regression,Logistic Regression,linear_baseline,predicted_class,24,1957,text__word__content,content,text,0.015384095720946789,0.0016714086523279548
logistic_regression,Logistic Regression,linear_baseline,predicted_class,25,1927,text__word__connectivity,connectivity,text,0.015018342062830925,0.001631671329960227
logistic_regression,Logistic Regression,linear_baseline,predicted_class,26,7513,text__word__project,project,text,0.014973795041441917,0.001626831479370594
logistic_regression,Logistic Regression,linear_baseline,predicted_class,27,8641,text__word__seo,seo,text,0.014362771064043045,0.001560446573421359
logistic_regression,Logistic Regression,linear_baseline,predicted_class,28,13509,text__char__mpa,[char] mpa,text,0.014281605370342731,0.0015516283456236124
logistic_regression,Logistic Regression,linear_baseline,predicted_class,29,1335,text__word__brand growth,brand growth,text,0.013899561949074268,0.0015101211611181498
logistic_regression,Logistic Regression,linear_baseline,predicted_class,30,14056,text__char__rate,[char] rate,text,0.013824750669300556,0.0015019932761788368
logistic_regression,Logistic Regression,linear_baseline,predicted_class,31,9329,text__word__strategies,strategies,text,0.013804716989398003,0.0014998166589066386
logistic_regression,Logistic Regression,linear_baseline,predicted_class,32,14840,text__char__ver,[char] ver,text,0.013539154082536697,0.0014709645183756948
logistic_regression,Logistic Regression,linear_baseline,predicted_class,33,12647,text__char__era,[char] era,text,0.013309082947671413,0.0014459684025496244
logistic_regression,Logistic Regression,linear_baseline,predicted_class,34,409,text__word__aktualisieren,aktualisieren,text,0.01326580811291933,0.0014412668533623219
logistic_regression,Logistic Regression,linear_baseline,predicted_class,35,11028,text__word__weiterhin,weiterhin,text,0.013230975717306137,0.0014374824240803719
logistic_regression,Logistic Regression,linear_baseline,predicted_class,36,14448,text__char__ste,[char] ste,text,0.013012832030653954,0.0014137821272015572
logistic_regression,Logistic Regression,linear_baseline,predicted_class,37,13785,text__char__one,[char] one,text,0.012751863338053226,0.0013854291755706072
logistic_regression,Logistic Regression,linear_baseline,predicted_class,38,11701,text__char__ str,[char]  str,text,0.01260766014456749,0.001369762234389782
logistic_regression,Logistic Regression,linear_baseline,predicted_class,39,6636,text__word__optimization,optimization,text,0.012573382817208767,0.0013660381082445383
logistic_regression,Logistic Regression,linear_baseline,predicted_class,40,13071,text__char__ies,[char] ies,text,0.012454843148589134,0.0013531593140214682
logistic_regression,Logistic Regression,linear_baseline,predicted_class,41,13072,text__char__ies ,[char] ies ,text,0.012232141569256783,0.0013289639027789235
logistic_regression,Logistic Regression,linear_baseline,predicted_class,42,4630,text__word__information,information,text,0.012015100568532944,0.0013053833972662687
logistic_regression,Logistic Regression,linear_baseline,predicted_class,43,14439,text__char__sta,[char] sta,text,0.01187373511493206,0.0012900247238576412
logistic_regression,Logistic Regression,linear_baseline,predicted_class,44,12755,text__char__eve,[char] eve,text,0.011871863156557083,0.0012898213462904096
logistic_regression,Logistic Regression,linear_baseline,predicted_class,45,8688,text__word__service,service,text,0.011551765725016594,0.0012550442479550838
logistic_regression,Logistic Regression,linear_baseline,predicted_class,46,13045,text__char__ice ,[char] ice ,text,0.011348803527653217,0.001232993439771235
logistic_regression,Logistic Regression,linear_baseline,predicted_class,47,4689,text__word__informationen,informationen,text,0.011150947771966457,0.0012114973505958915
logistic_regression,Logistic Regression,linear_baseline,predicted_class,48,8382,text__word__saas,saas,text,0.01114718709141016,0.001211088732816279
logistic_regression,Logistic Regression,linear_baseline,predicted_class,49,14939,text__char__you ,[char] you ,text,0.01075983326882124,0.001169004593975842
logistic_regression,Logistic Regression,linear_baseline,predicted_class,50,11769,text__char__ you ,[char]  you ,text,0.01075983326882124,0.001169004593975842
linear_svm,Linear SVM,linear,low,1,15015,categorical__queue_Technical Support,Technical Support,queue,0.18105171620845795,0.03702940419316292
linear_svm,Linear SVM,linear,low,2,15010,categorical__queue_IT Support,IT Support,queue,0.11022891849279404,0.02254444919526577
linear_svm,Linear SVM,linear,low,3,15003,categorical__type_Request,Request,type,0.07314006239175797,0.01495889201760292
linear_svm,Linear SVM,linear,low,4,15004,categorical__language_de,de,language,0.05177908390760422,0.010590060614049435
linear_svm,Linear SVM,linear,low,5,15005,categorical__language_en,en,language,0.044998373836278915,0.00920324306935072
linear_svm,Linear SVM,linear,low,6,15011,categorical__queue_Product Support,Product Support,queue,0.04455791041254997,0.009113158099353313
linear_svm,Linear SVM,linear,low,7,15001,categorical__type_Incident,Incident,type,0.04011649638414383,0.008204782381653786
linear_svm,Linear SVM,linear,low,8,15007,categorical__queue_Customer Service,Customer Service,queue,0.030473507940769196,0.006232561077922583
linear_svm,Linear SVM,linear,low,9,15006,categorical__queue_Billing and Payments,Billing and Payments,queue,0.02807033807039261,0.005741055589169264
linear_svm,Linear SVM,linear,low,10,15000,categorical__type_Change,Change,type,0.021280277520418167,0.004352325573563576
linear_svm,Linear SVM,linear,low,11,15008,categorical__queue_General Inquiry,General Inquiry,queue,0.020829103887081146,0.004260049667209387
linear_svm,Linear SVM,linear,low,12,2189,text__word__customer,customer,text,0.01529367920011282,0.0031279230024665594
linear_svm,Linear SVM,linear,low,13,2023,text__word__could,could,text,0.015165355987846851,0.003101677866652608
linear_svm,Linear SVM,linear,low,14,15014,categorical__queue_Service Outages and Maintenance,Service Outages and Maintenance,queue,0.014958593063056469,0.003059390000998974
