case_id,case_type,modeling_row_id,semantic_group_id,priority,type,language,queue,text,model,model_label,model_family,predicted_class,correct,top_10_share,k_80,normalized_entropy,top_supporting_features,top_opposing_features,text_relation,urgency_plausibility,impact_plausibility,context_relevance,contradictory_signals,overall_rating,brief_rationale,evaluator_role
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",knn_cosine,kNN (cosine),instance_based,medium,True,0.3870870917185918,101,0.4854967801511451,options | quickbooks | interested understanding | plans | industry,Request | Billing and Payments | en | billing | [char]  invo,,,,,,,,author
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",random_forest,Random Forest,bagging_ensemble,medium,True,0.10471601692711816,448,0.6796568665948345,[char] icin | [char]  am  | [char] etai | Billing and Payments | [char] struc,[char] tand | [char]  any | [char]  any  | [char]  reac | [char] ails ,,,,,,,,author
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",xgboost,XGBoost,gradient_boosting,medium,True,0.29000313518065945,133,0.539752749491333,[char] invo | [char]  thei | [char] thei | [char] mes | [char]  bil,[char]  pay | [char]  str | message reaches | [char] hes  | [char] ayme,,,,,,,,author
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",lightgbm,LightGBM,gradient_boosting,medium,True,0.5507238723154082,285,0.4871344387961734,details payment | additionally please | [char]  thei | Billing and Payments | [char]  on ,billing details | services | hope message | [char] scoun | [char] disco,,,,,,,,author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",logistic_regression,Logistic Regression,linear_baseline,high,True,0.2637297239230983,470,0.6359726124215607,account management | Technical Support | ways | disruption | log,account | Incident | devices | customer | [char] date ,,,,,,,,author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",linear_svm,Linear SVM,linear,high,True,0.26240898067329094,489,0.6369089369640584,account management | Technical Support | ways | log | disruption,account | Incident | alternative | devices | [char] date ,,,,,,,,author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,True,0.12744126827143054,774,0.6942927154668315,Technical Support | centralized account | account | centralized | significant problem,,,,,,,,,author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",knn_cosine,kNN (cosine),instance_based,high,True,0.5232956022784344,47,0.42467039121001116,Technical Support | account | account management | [char] accou | [char] cco,en | Incident | [char] rentl | [char] eadi | [char] rows,,,,,,,,author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",random_forest,Random Forest,bagging_ensemble,high,True,0.17498516000157374,373,0.6497140567657008,Technical Support | [char] utage | [char] utag | [char] outag | [char] tage,[char] adi | [char]  on  | [char] ign | [char] ffer | settings,,,,,,,,author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",xgboost,XGBoost,gradient_boosting,high,True,0.41531583753604645,96,0.49097625509505227,Technical Support | [char] bst | significant | [char] dow | [char] leadi,customer | [char] date  | [char] nati | [char] mpt | [char] ld ,,,,,,,,author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",lightgbm,LightGBM,gradient_boosting,high,True,0.5094916416349056,143,0.5029460524960694,account management | Technical Support | ways | significant | [char] dow,[char] nati | customer | [char] date  | [char] upt | [char] sta,,,,,,,,author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",logistic_regression,Logistic Regression,linear_baseline,medium,False,0.2844644783009779,860,0.6625324801691883,meet expectations | usb | wireless | Incident | reaching,electronic | return | minor | wireless mouse | come,,,,,,,,author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",linear_svm,Linear SVM,linear,medium,False,0.28081002309335745,864,0.6636323110246733,meet expectations | usb | wireless | Incident | Returns and Exchanges,electronic | return | come | minor | en,,,,,,,,author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,False,0.20952741707885925,1189,0.690773776479525,Returns and Exchanges | electronic | return | wireless mouse | compatibility concerns,,,,,,,,,author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",knn_cosine,kNN (cosine),instance_based,high,False,0.45907076249658685,68,0.4457721783834678,Returns and Exchanges | en | Incident | [char] urn | [char] ently,return | wireless mouse | [char] riv | [char] durin | [char] you,,,,,,,,author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",random_forest,Random Forest,bagging_ensemble,medium,False,0.12102206128324114,583,0.6883146331447336,[char] tem | [char] itio | [char] era | [char] riv | [char] gin,[char] urn | Returns and Exchanges | customer | [char] chin | [char]  i ,,,,,,,,author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",xgboost,XGBoost,gradient_boosting,medium,False,0.3959509377434006,132,0.5172731272791713,[char] gin | [char] ld  | [char] ntly  | usb | [char] dur,[char] urn | [char] ould | [char] eve | [char]  bee | [char] rate,,,,,,,,author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",lightgbm,LightGBM,gradient_boosting,medium,False,0.452104810124948,515,0.5658625662798569,meet expectations | [char] gin | Returns and Exchanges | usb | Incident,[char] urn | electronic | [char] mpa | [char] hes | [char] ver,,,,,,,,author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",logistic_regression,Logistic Regression,linear_baseline,low,False,0.24544682248466446,761,0.6611833486798743,wohlbehalten schreibe | Customer Service | umfassende | daran interessiert | interessiert mehr,Request | erfahren | schreibe detaillierte | eventuelle | interessiert,,,,,,,,author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",linear_svm,Linear SVM,linear,low,False,0.24382850875770343,735,0.656980131099767,wohlbehalten schreibe | Customer Service | umfassende | daran interessiert | insbesondere möchte,Request | erfahren | schreibe detaillierte | de | eventuelle,,,,,,,,author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",complement_naive_bayes,Complement Naive Bayes,naive_bayes,low,False,0.18963289359581073,1282,0.701840391261771,Customer Service | Request | de | wohlbehalten schreibe | schreibe detaillierte,[char] ver,,,,,,,,author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",knn_cosine,kNN (cosine),instance_based,medium,False,0.3465633051132662,78,0.48301571004490984,mehr | bereitstellen | Customer Service | daran | daran interessiert,Request | dienstleistungen | könnten bitte | interessiert | [char]  inte,,,,,,,,author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",random_forest,Random Forest,bagging_ensemble,low,False,0.24185076670812905,550,0.6457062771903489,Customer Service | [char] mehr  | [char] bin  | daran | [char] aran ,[char] tego | [char] chti | [char] htig | [char] hti | [char] tegor,,,,,,,,author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",xgboost,XGBoost,gradient_boosting,medium,False,0.44060094158706076,139,0.5083850165450812,[char] rteil | [char] rtei | [char] agen | [char] bot | Customer Service,daran | kürzlich | interessiert mehr | [char] teg | [char]  det,,,,,,,,author
case_05,typical_high_to_medium,394,a290262a783ad8b4921aa46b3c337daf9f4dbeb1,high,Request,de,Customer Service,"Anfrage Sehr geehrtes Kundendienstteam, ich hoffe, diese Nachricht erreicht Sie wohlbehalten. Ich schreibe, um detaillierte Informationen über die Produkte und Dienstleistungen zu erfragen, die Ihr Unternehmen anbietet. Kürzlich wurde ich auf Ihre Marke aufmerksam und bin daran interessiert, mehr darüber zu erfahren, um zu beurteilen, ob Ihre Angebote meinen Bedürfnissen entsprechen könnten. Könnten Sie bitte eine umfassende Übersicht über das verfügbare Produktsortiment bereitstellen? Insbesondere möchte ich mehr über die wichtigsten Eigenschaften, Spezifikationen und eventuelle Varianten innerhalb der Produktkategorie erfahren. Zudem wären Informationen zu",lightgbm,LightGBM,gradient_boosting,low,False,0.3892200518577599,407,0.5856619795801797,Customer Service | [char] aran  | könnten bitte | daran | daran interessiert,erfahren | [char] err | [char] inen  | [char] nfor | [char] ssier,,,,,,,,author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",logistic_regression,Logistic Regression,linear_baseline,high,False,0.270461834642144,689,0.6515069599867046,Technical Support | reibungslose integration | Request | entscheidend | komponenten,deren | umfassende | nehme | nehme kontakt | informationen,,,,,,,,author
case_06,critical_low_to_high,8,66db6625b564da4549986df74e6db441a323c089,low,Request,de,Technical Support,"Anfrage nach detaillierten Angaben zur Systemarchitektur der Plattform Sehr geehrtes Kundensupport-Team, ich hoffe, diese Nachricht trifft Sie wohl. Ich nehme Kontakt auf, um umfassende Informationen zur Architektur der Plattform zu erfragen. Das Verständnis der zugrunde liegenden Struktur, Komponenten und deren Zusammenhänge ist entscheidend, um eine reibungslose Integration zu gewährleisten und die Nutzung der Dienste zu optimieren. Besonders interessieren mich Details zu den Kernmodulen der Plattform, Datenströmen, Sicherheitsmaßnahmen, Skalierbarkeitsmerkmalen sowie verfügbaren APIs und Schnittstellen zur Anpassung. Zudem wären Einblicke in den Technologiestack sowie die Bereitstellungsumgebung sehr hilfreich. Der Zugriff auf diese Informationen ermöglicht es dem technischen Team, die Infrastrukturprozesse besser zu planen und zu steuern.",linear_svm,Linear SVM,linear,high,False,0.258107046205165,688,0.6508883433068876,Technical Support | reibungslose integration | Request | komponenten | verfügbaren,deren | de | nehme | nehme kontakt | interessieren,,,,,,,,author
