case_id,case_type,modeling_row_id,semantic_group_id,priority,type,language,queue,text,model,model_label,model_family,predicted_class,correct,top_10_share,k_80,normalized_entropy,top_supporting_features,top_opposing_features,text_relation,urgency_plausibility,impact_plausibility,context_relevance,contradictory_signals,overall_rating,brief_rationale,evaluator_role
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",knn_cosine,kNN (cosine),instance_based,medium,True,0.3870870917185918,101,0.4854967801511451,options | quickbooks | interested understanding | plans | industry,Request | Billing and Payments | en | billing | [char]  invo,plausible,partly plausible,plausible,partly plausible,partly plausible,partly plausible,"Die stützenden Merkmale (options, quickbooks, interested understanding) beziehen sich nachvollziehbar auf eine detaillierte Anfrage zu Abrechnung, Preisen und Zahlungsoptionen. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Der finanzielle Kontext ist relevant, es fehlen jedoch akute Störungs- oder Zeitsignale. Die Gegenmerkmale (Request, Billing and Payments, en) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",random_forest,Random Forest,bagging_ensemble,medium,True,0.1047160169271181,448,0.6796568665948345,[char] icin | [char]  am  | [char] etai | Billing and Payments | [char] struc,[char] tand | [char]  any | [char]  any  | [char]  reac | [char] ails ,not plausible,partly plausible,plausible,plausible,not plausible,partly plausible,"Die Erklärung stützt sich stark auf schwer interpretierbare Zeichen-n-Gramme und bildet eine detaillierte Anfrage zu Abrechnung, Preisen und Zahlungsoptionen daher nur schwach nachvollziehbar ab. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Der finanzielle Kontext ist relevant, es fehlen jedoch akute Störungs- oder Zeitsignale. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",xgboost,XGBoost,gradient_boosting,medium,True,0.2900031351806594,133,0.539752749491333,[char] invo | [char]  thei | [char] thei | [char] mes | [char]  bil,[char]  pay | [char]  str | message reaches | [char] hes  | [char] ayme,not plausible,partly plausible,plausible,partly plausible,not plausible,partly plausible,"Die Erklärung stützt sich stark auf schwer interpretierbare Zeichen-n-Gramme und bildet eine detaillierte Anfrage zu Abrechnung, Preisen und Zahlungsoptionen daher nur schwach nachvollziehbar ab. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Der finanzielle Kontext ist relevant, es fehlen jedoch akute Störungs- oder Zeitsignale. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_02,unanimous_correct_medium,22,ee037e0444486ca7203bcbbbf5f4913dbc650aff,medium,Request,en,Billing and Payments,"Query Dear Customer Support Team, I hope this message reaches you well. I am reaching out to request detailed billing details and payment options for a QuickBooks Online subscription. Specifically, I am interested in understanding the available plans, their pricing structures, and any tailored options for institutional clients within the financial services industry. It would be helpful to receive documentation on invoicing procedures, payment timelines, discounts, and any special terms applicable to organizations like ours. Additionally, please",lightgbm,LightGBM,gradient_boosting,medium,True,0.5507238723154082,285,0.4871344387961734,details payment | additionally please | [char]  thei | Billing and Payments | [char]  on ,billing details | services | hope message | [char] scoun | [char] disco,plausible,partly plausible,plausible,plausible,partly plausible,partly plausible,"Die Medium-Priorität ist wegen des finanziellen und abrechnungsbezogenen Kontexts teilweise nachvollziehbar, es fehlen jedoch ein akuter Ausfall, eine Blockade oder erkennbare Zeitsignale. Die Erklärung ist daher insgesamt nur teilweise plausibel.",author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",logistic_regression,Logistic Regression,linear_baseline,high,True,0.2637297239230983,470,0.6359726124215607,account management | Technical Support | ways | disruption | log,account | Incident | devices | customer | [char] date ,plausible,plausible,plausible,partly plausible,not plausible,plausible,"Der Tickettext beschreibt einen aktuell offline befindlichen Dienst, blockierten Zugriff und eine benötigte Wiederherstellungszeit. Die High-Priorität und die stützenden Merkmale sind insgesamt plausibel; einzelne Gegenmerkmale sind lediglich richtungsunklar.",author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",linear_svm,Linear SVM,linear,high,True,0.2624089806732909,489,0.6369089369640584,account management | Technical Support | ways | log | disruption,account | Incident | alternative | devices | [char] date ,plausible,plausible,plausible,partly plausible,not plausible,plausible,"Der Tickettext beschreibt einen aktuell offline befindlichen Dienst, blockierten Zugriff und eine benötigte Wiederherstellungszeit. Die High-Priorität und die stützenden Merkmale sind insgesamt plausibel; einzelne Gegenmerkmale sind lediglich richtungsunklar.",author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",complement_naive_bayes,Complement Naive Bayes,naive_bayes,high,True,0.1274412682714305,774,0.6942927154668315,Technical Support | centralized account | account | centralized | significant problem,,plausible,plausible,plausible,plausible,partly plausible,plausible,"Die stützenden Merkmale (Technical Support, centralized account, account) beziehen sich nachvollziehbar auf einen aktuell offline befindlichen Account-Management-Dienst mit blockiertem Zugriff. Die vorhergesagte Priorität high ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Explizite Gegenmerkmale fehlen, sodass die Gegenrichtung qualitativ nur eingeschränkt beurteilt werden kann.",author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",knn_cosine,kNN (cosine),instance_based,high,True,0.5232956022784344,47,0.4246703912100111,Technical Support | account | account management | [char] accou | [char] cco,en | Incident | [char] rentl | [char] eadi | [char] rows,plausible,plausible,plausible,partly plausible,not plausible,plausible,"Der Tickettext enthält klare Ausfall-, Zugriffs- und Wiederherstellungssignale, sodass die High-Priorität plausibel ist. Einige gegenläufige Character-n-Gramme sind weniger gut interpretierbar, ändern aber das Gesamturteil nicht.",author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",random_forest,Random Forest,bagging_ensemble,high,True,0.1749851600015737,373,0.6497140567657008,Technical Support | [char] utage | [char] utag | [char] outag | [char] tage,[char] adi | [char]  on  | [char] ign | [char] ffer | settings,partly plausible,plausible,plausible,plausible,not plausible,plausible,"Die High-Priorität ist durch den Ausfall und den blockierten Zugriff klar nachvollziehbar. Mehrere Character-n-Gramme lassen sich noch auf outage-bezogene Textfragmente zurückführen, sind aber weniger lesbar als vollständige Wörter.",author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",xgboost,XGBoost,gradient_boosting,high,True,0.4153158375360464,96,0.4909762550950522,Technical Support | [char] bst | significant | [char] dow | [char] leadi,customer | [char] date  | [char] nati | [char] mpt | [char] ld ,partly plausible,plausible,plausible,plausible,not plausible,plausible,"Die High-Priorität ist aufgrund des aktuellen Ausfalls und des blockierten Zugriffs plausibel. Die Erklärung enthält teilweise generische oder fragmentierte Merkmale, bleibt insgesamt jedoch inhaltlich nachvollziehbar.",author
case_03,unanimous_correct_high,1,5c1adc7aa2813d400ebf30ac65484e8b7383ede9,high,Incident,en,Technical Support,"Account Disruption Dear Customer Support Team, I am writing to report a significant problem with the centralized account management portal, which currently appears to be offline. This outage is blocking access to account settings, leading to substantial inconvenience. I have attempted to log in multiple times using different browsers and devices, but the issue persists. Could you please provide an update on the outage status and an estimated time for resolution? Also, are there any alternative ways to access and manage my account during this downtime?",lightgbm,LightGBM,gradient_boosting,high,True,0.5094916416349056,143,0.5029460524960694,account management | Technical Support | ways | significant | [char] dow,[char] nati | customer | [char] date  | [char] upt | [char] sta,plausible,plausible,plausible,plausible,not plausible,plausible,"Die stützenden Merkmale (account management, Technical Support, ways) beziehen sich nachvollziehbar auf einen aktuell offline befindlichen Account-Management-Dienst mit blockiertem Zugriff. Die vorhergesagte Priorität high ist hinsichtlich Dringlichkeit und Auswirkung inhaltlich gut nachvollziehbar. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",logistic_regression,Logistic Regression,linear_baseline,medium,False,0.2844644783009779,860,0.6625324801691883,meet expectations | usb | wireless | Incident | reaching,electronic | return | minor | wireless mouse | come,plausible,partly plausible,plausible,plausible,partly plausible,plausible,"Die stützenden Merkmale (meet expectations, usb, wireless) beziehen sich nachvollziehbar auf eine Rückgabeanfrage für mehrere Hardwareartikel mit kleineren Defekten und Kompatibilitätsproblemen. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Die Anfrage hat konkreten Probleminhalt, beschreibt aber keinen kritischen Ausfall. Die Gegenmerkmale (electronic, return, minor) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",linear_svm,Linear SVM,linear,medium,False,0.2808100230933574,864,0.6636323110246733,meet expectations | usb | wireless | Incident | Returns and Exchanges,electronic | return | come | minor | en,plausible,partly plausible,plausible,plausible,partly plausible,plausible,"Die stützenden Merkmale (meet expectations, usb, wireless) beziehen sich nachvollziehbar auf eine Rückgabeanfrage für mehrere Hardwareartikel mit kleineren Defekten und Kompatibilitätsproblemen. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Die Anfrage hat konkreten Probleminhalt, beschreibt aber keinen kritischen Ausfall. Die Gegenmerkmale (electronic, return, come) sind nur teilweise als echte Gegensignale interpretierbar.",author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",complement_naive_bayes,Complement Naive Bayes,naive_bayes,medium,False,0.2095274170788592,1189,0.690773776479525,Returns and Exchanges | electronic | return | wireless mouse | compatibility concerns,,plausible,partly plausible,plausible,plausible,partly plausible,plausible,"Die stützenden Merkmale (Returns and Exchanges, electronic, return) beziehen sich nachvollziehbar auf eine Rückgabeanfrage für mehrere Hardwareartikel mit kleineren Defekten und Kompatibilitätsproblemen. Die vorhergesagte Priorität medium ist nur teilweise durch konkrete Dringlichkeits- beziehungsweise Auswirkungssignale abgesichert. Die Anfrage hat konkreten Probleminhalt, beschreibt aber keinen kritischen Ausfall. Explizite Gegenmerkmale fehlen, sodass die Gegenrichtung qualitativ nur eingeschränkt beurteilt werden kann.",author
case_04,typical_low_to_medium,126,890270067c166c047ceda5d45e5e16ea678f5fa8,low,Incident,en,Returns and Exchanges,"Request to Return Electronic Hardware Items Dear Customer Support Team, I am reaching out to request the return of several electronic hardware products recently bought from your store. Unfortunately, these items do not meet my expectations due to minor defects and compatibility concerns identified upon inspection. The items in question include a wireless mouse, a USB-C hub, and an external hard drive. They have been used carefully during initial setup and testing, are still in excellent condition, and come with all original packaging and accessories. I would be grateful for your assistance.",knn_cosine,kNN (cosine),instance_based,high,False,0.4590707624965868,68,0.4457721783834678,Returns and Exchanges | en | Incident | [char] urn | [char] ently,return | wireless mouse | [char] riv | [char] durin | [char] you,partly plausible,not plausible,partly plausible,plausible,not plausible,not plausible,"Die stützenden Merkmale greifen Teile von eine Rückgabeanfrage für mehrere Hardwareartikel mit kleineren Defekten und Kompatibilitätsproblemen auf, sind aber teilweise generisch oder nur begrenzt semantisch eindeutig. Die vorhergesagte Priorität high wird durch Dringlichkeit und Auswirkung des Tickettexts nicht ausreichend gestützt. Die Anfrage hat konkreten Probleminhalt, beschreibt aber keinen kritischen Ausfall. Die Gegenmerkmale bestehen überwiegend aus Zeichen-n-Grammen und sind fachlich kaum interpretierbar.",author
